$30 
Atashi wa juice
Atrapadas
The Attack of the Giant Moussaka
"Au Pair, Kansas"
August
Ausente
Avant que j'oublie
Awakening
The Awakening of Love
Away (A)wake
Away With Me
Away with Words
An Awfully Big Adventure
Azul y no tan rosa
Azuloscurocasinegro
B.
B. Monkey
The Baby Formula
Baby Love
Back Soon
Bad Boy Street
Bad Education
Bad Girls Go to Hell
Bad Romance
Baisers cachÃ©s
Baka Bukas
Ballot Measure 9
Ballroom Rules
Bam Bam and Celeste
Bambi
Bangkok Love Story
Bar Girls
Barefeet
Barrio Boy
Basic Instinct
Bathhouse
Battle of the Sexes
Be Like Others
Be Mine
Be with Me
Beach Rats
BearCity
BearCity 2: The Proposal
Bear Cub
Beastly Boyz
Beat
Beatific Vision
Beau travail
Beautiful Boxer
Beautiful Darling
Beautiful Mystery
Beautiful Thing
Beauty
Beauty and Sadness
Becoming Blond
Bedrooms and Hallways
Beefcake
Before the Bat's Flight Is Done
Before I Forget
Before Night Falls
Before Stonewall
Beginners
Behind the Candelabra
Being 17
Being at Home with Claude
Being John Malkovich
Being Julia
Beloved/Friend
Below Her Mouth
Below the Belt
Ben and Arthur
Bent
Bent Out of Shape
Benzina
The Berlin Affair
Best Day Ever
The Best Day of My Life
Best in Show
The Best Way to Walk
Better Than Chocolate
Between Love & Goodbye
Between Something & Nothing
Between Two Women
Beyond Gay: The Politics of Pride
Beyond Hatred
Beyond Therapy
Beyond the Valley of the Dolls
Beyond the Walls
Bi.sex.u.al
BIdentity Crisis
"Big Bang Love, Juvenile A"
The Big Brass Ring
Big Daddy
Big Eden
Big Gay Love
The Big Gay Musical
Bilitis
Billy's Dad Is a Fudge-Packer
Billy's Hollywood Screen Kiss
Billy Elliot
Bilog
The Birdcage
Birthday Cake
Bishonen
Bite Marks
The Bitter Tears of Petra von Kant
Black Bread
Black Swan
Blackbird
Blackmail Boy
Blackmail Boys
Blessing
Blind Faith
Blinders
Blokes
Blonde Cobra
The Blood Spattered Bride
Bloomington
The Blossoming of Maximo Oliveros
Blow Dry
Blue
Blue
Blue and Not So Pink
Blue Citrus Hearts
Blue Gate Crossing
Blue Is the Warmest Colour
Boat Trip
Bobbie's Girl
Body Without Soul
Boiler-house â„– 6
Bol
Bollywood and Vine
Bombay Boys
Bomgay
Bongja
Bonsoir
Boogie Nights
Boogie Woogie
The Book Club
Bookends
Booking
The Boondock Saints
Born in 68
Born in Flames
Borstal Boy
Boulevard
Bound
Bowser Makes a Movie
Boy
Boy Culture
"Boy, Girl"
Boy Meets Boy
Boy Meets Girl
A Boy Named Sue
The Boy with the Sun in His Eyes
Boyfriends
Boygame
Boy's Choir
Boys
Boys Don't Cry
Boys Love
"Boys Love, the Movie"
Boys in Brazil
The Boys in the Band
Boys in the Sand
The Boys of San Francisco
Boys on the Side
Boys Village
Boystown
BPM (Beats per Minute)
Brace
The Brandon Teena Story
Bramadero
Breakfast?
Breakfast on Pluto
Breakfast with Scot
Breaking the Girls
Breaking the Surface: The Greg Louganis Story
Breath
Bridegroom
Brideshead Revisited
Bridget Jones: The Edge of Reason
Broadway Damage
Broderskab
Brokeback Mountain
Broken Embraces
The Broken Hearts Club: A Romantic Comedy
Broken Sky
The Broken Tower
Brother to Brother
Brotherhood
The Brothers Sinclair
BrÃ_no
The Bubble
Buddies
Buddy
Buddy
Buffering
Buffering
Bugcrush
Bugis Street
Bulgarian Lovers
Bully
Bungee Jumping of Their Own
Burger
Burlesk King
Burlesque
Burned
Burning Blue
Burnt Money
The Business of Fancydancing
But I'm a Cheerleader
Butch Camp
The Butch Factor: What Kind of Man Are You?
The Butcher's Wife
Butch Jamie
Butley
Butterfly
Butterfly Kiss
By Hook or by Crook
Cabaret
Cachorro
Cage Without a Key
Caged
Caged
Cake and Sand
Cal
Caligula
Call Me by Your Name
Call Me Kuchu
Call Me Malcolm
Camellia Project: Three Queer Stories at Bogil Island
Camp
Campaign of Hate: Russia and Gay Propaganda
Camping Cosmos
Candy Boy
Candy Rain
Can't Stop the Music
The Canyons
Capital Games
Capote
Cappuccino
Caramel
The Carmilla Movie
Carandiru
Caravaggio
CarÃ_cies
Carmelita Tropicana
Carmen from Kawachi
Carol (film)
Carolyn Gage: On Stage and Off
Carrington
Cat on a Hot Tin Roof
The Celluloid Closet
Center of My World
Ceux qui m'aiment prendront le train
Chacun sa nuit
Chance
Change of Life
Change of Sex
Changing Times
Chanthupottu
Chasing Amy
Chateau de Roses
Cheerleader Queens
The Chef's Letter
Chef's Special
Cheila: una casa pa' MaÃ_ta
Chelsea Girls
Chez Nous
Chicken
Chicken Tikka Masala
Children of God
The Children's Hour
The Chinese Botanist's Daughters
Chinese Characters
Chitrangada: The Crowning Wish
Chloe
A Chorus Line
Chouchou
Chris & Don: A Love Story
Christopher and His Kind
Chuck & Buck
Chuecatown
Chutney Popcorn
Ci qing
Ciao
Ciao Bella
CibrÃ¢il
The Circle
Circles
Circuit
Circumstance
Citizens of Perpetual Indulgence
City of Lost Souls
City Without Baseball
Claire
Claire of the Moon
Clancy's Kitchen
Clapham Junction
Close to Leo
The Closet
Closet Monster
Closets
Cloud Atlas
Cloudburst
Clueless
The Cockettes
Cockles and Muscles
Coby
Coffee at Laundromat
Coffee Date
C.O.G.
Coklat Stroberi
Cold Showers
Colma: The Musical
Colonel Redl
The Colonel's Outing
Colonial Gods
The Color of Fame
Color of Night
The Color Purple
Colour Blossoms
Colour Me Kubrick
The Colour of His Hair
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean"
Come non detto
Come Undone
Coming Out
Coming Out
Coming Out Under Fire
Comme les autres
Comme un boomerang
Comme un frÃ¨re
The Commitment
Common Ground
Common Threads: Stories from the Quilt
Communication
Como Esquecer
Comolot
Concussion
Condo
The Conformist
Confused Feelings
Connie and Carla
The Conrad Boys
Consenting Adult
The Consul of Sodom
Contact
Contadora Is for Lovers
Continental
Contracorriente
Contradictions
Conversation Piece
Copycat
The Cost of Love
Costa Brava
CÃ´te d'Azur
The Country Teacher
Cowboy
Cowboy Forever
Cowboy Junction
Cowboys & Angels
Cracks
Cradle Will Rock
Crash
C.R.A.Z.Y.
Criminal Lovers
CrossRoad
Crossing
Cruel Intentions
Cruise Patrol
Cruising
Crutch
Crush
The Crying Game
Cthulhu
Cuatro Lunas
Cul-de-sac
The Curiosity of Chance
Curious Thing
Curse of the Queerwolf
Cursed
Cut Sleeve Boys
The D Train
Daddy & Papa
D'Agostino
Dahmer
Dakan
Dallas Buyers Club
The Damned
Dangerous Living: Coming Out in the Developing World
DÃ¡niel
Daniel endormi
The Danish Girl
Daphne
Dare
Dare
The Dark Place
The Dark Side of Tomorrow
DarkBlueAlmostBlack
Darmiyaan: In Between
Das Tagebuch einer Verlorenen
Dasepo Naughty Girls
Date and Switch
A Date for Mad Mary
Daughters of the Sun
David
David's Birthday
David Searching
Dawn
Daybreak
Days
The Days of Being Dumb
Deb and Sisi
D.E.B.S.
D.E.B.S.
Dead Boyz Don't Scream
Dead Poets Society
Deadly Skies
Dear Boys
Dear Jesse
Death at a Funeral
Death in Venice
The Death of Mikel
Deathtrap
Dedicato al mare Egeo
Deep End
The Deep End
The Deep Red
DÃ©fense d'aimer
Deflated
Defying Gravity
Deliverance
De-Lovely
Delphinium: A Childhood Portrait of Derek Jarman
The Delta
Denied
Der bewegte Mann
Der Einstein des Sex
Der junge TÃ¶rless
Der Kreis
Der Schuh des Manitu
Der Spalt
Des parents pas comme les autres
DescongÃ©late!
Desde allÃ¡
Desert Hearts
Desire Street
Desperate Living
Desperate Remedies
Destricted
The Detective
Diana
Diary of a Lost Girl
The Dickson Experimental Sound Film
Die BÃ_chse der Pandora
Die andere Liebe
Die Konsequenz
Die Mitte der Welt
"Die, Mommie, Die!"
Diferente
Different for Girls
Different from the Others
Different from Whom?
Different from You and Me
A Different Story
Different Strokes
Dim Sum Funeral
The Deputy
Dirty Girl
Dirty Laundry
Dish
Disobedience
Diverso da chi?
Do ComeÃ§o ao Fim
Do Lado de Fora
Dog Day Afternoon
Dog Tags
Do I Love You?
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish"
Do-Nut
The Doctor's Wife
Doing Time on Maple Drive
"Don Juan, or If Don Juan Were a Woman"
DoÃ±a Herlinda y su hijo
Donne-moi la main
Don't Tell Anyone
The Doom Generation
Dorian Blues
Dorian Gray
Dostana
Doubt
Down the River
Downing
Dream Boy
Dream for an Insomniac
Dream Kitchen
Dream On
The Dreamers
Dressed to Kill
The Dresser
Drift
Drifting
Drifting Flowers
DrÃ´le de FÃ©lix
Drool
Drowning
Du er ikke alene
Duda
The Duke of Burgundy
D'une rive Ã  l'autre
Dunno Y... Na Jaane Kyon
The Dying Gaul
The Dying Inmate
An Early Frost
An Early Frost
"East Palace, West Palace"
East Side Story
Eastern Boys
Easy A
Easy Money
Eat with Me
Eating Out
Eating Out 2: Sloppy Seconds
Eating Out 3: All You Can Eat
Eating Out 4: Drama Camp
Eating Out 5: The Open Weekend
Eban and Charley
Echte Kerle
The Eclipse: Courtship of the Sun and Moon
eCupid
The Edge of Heaven
Edge of Seventeen
Edward II
Ed Wood
Een Vrouw als Eva
Efren's Paradise
Eighteen
Eko Eko Azarak
Ekaj
El cÃ_nsul de Sodoma
El diputado
El Favor
El hombre de la mandolina
El mar
Elena Undone
Elephant
Eleven Men Out
Elle ou lui
Elliot Loves
EloÃ¯se's Lover
Embrasser les tigres
Embrassez qui vous voudrez
Emporte-moi
En kort en lang
En la Gama de los Grises
En malas compaÃ±Ã_as
En Soap
End of Love
The Endless Possibility of Sky
Enduring Love
An Englishman Abroad
An Englishman in New York
Entertaining Mr. Sloane
Enter the Clowns
Enter the Phoenix
Entre Nous
Entre tinieblas
Ernest and Bertram
Ernesto
Eternal Summer
Ethan Mao
Eulogy
Europa Europa
The Everlasting Secret Family
Even Cowgirls Get the Blues
An Evening
Evening Shadows
The Event
Everyone
Everything Relative
Execution of Justice
Exotica
Eyes Wide Open
F. est un salaud
Fabulous! The Story of Queer Cinema
Facing Windows
Fagbug
Fag Hag
Fair Haven
Fake
Fake ID
Fall Away
The Fall of '55
The Falls
The Falls: Testament of Love
Fame
Family Affair
A Family Affair
Family Album
The Family Stone
Family Tree
FAQs
Far from Heaven
Far West
Farewell My Concubine
"Farewell, My Queen"
Fashion Victims
"Fast Trip, Long Drop"
Fat Girls
Fatherhood Dreams
Father Knows...
The Feast of Stephen
"Feeding Boys, Ayaya"
Fellini Satyricon
Female Cats
Female Trouble
Ferkel
A Ferret Called Mickey
Fight Club
Fighting Tommy Riley
Final Exams
Finding Me
Finding Me: Truth
Finding Mr. Wright
Finding North
Fine Dead Girls
Fingersmith
Fire
The Fire That Burns
Fireworks
First Girl I Loved
First Love
Fish and Elephant
Fish Can't Fly
FIT
Five Senses of Eros
Fixing Frank
Flaming Ears
The Flavor of Corn
Flawless
Fleeing by Night
Flesh
Flight of the Cardinal
Flirt
Flirting with Anthony
Floating
Floating Skyscrapers
Flores Raras
A Florida Enchantment
Flow
Flower and Snake 3
The Fluffer
Flying with One Wing
FÃ¶gi Is a Bastard
Folle d'elle
Follow Me
Followers
Food of Love
For a Lost Soldier
For Dorian
For the Bible Tells Me So
Forbidden Fruit
Forbidden Love: The Unashamed Stories of Lesbian Lives
Forever Fever
Forgive and Forget
Formula 17
Fortune and Men's Eyes
Fotostar
A Four Letter Word
Four Moons
Four More Years
Four Weddings and a Funeral
Four Windows
The Four-Faced Liar
The Fourth Man
The Fox
Fox and His Friends
Foxcatcher
Framed Youth: The Revenge of the Teenage Perverts
Frank's Cock
Franswa Sharl
Free Fall
Freebie and the Bean
Freeheld
French Dressing
French Twist
Fremde Haut
Fresa y Chocolate
Frida
Fried Green Tomatoes
A Friend of Dorothy
Friends & Family
Friends Forever
Frisk
From Afar
From Beginning to End
From the Edge of the City
A Frozen Flower
Fruit Fly
The Fruit Machine
Fucking Ã…mÃ¥l
Fuera de carta
Full Blast
The Full Monty
Full Speed
Fun Down There
Funeral Parade of Roses
Funkytown
Further Off the Straight and Narrow
Futuro Beach
Futures (and Derivatives)
Fyra Ã¥r till
G O'Clock
Gaming In Color
GarÃ§on stupide
The Garden
Garden (Gan)
Gates to Paradise
Yugoslavia
Gaudi Afternoon
G.B.F.
Gay Days
The Gay Deceivers
The Gay Marriage Thing
Gay Sex in the 70s
Gay USA
Gay Zombie
Gayby
Gayby Baby
Gaydar
Gayniggers from Outer Space
Gaze
Gazon maudit
"Gece, Melek ve Bizim Ã‡ocuklar"
Gendernauts
Geography Club
Georgie Girl
Gerontophilia
Geschlecht in Fesseln â€“ Die Sexualnot der Gefangenen
Gesetze der Liebe
Get a Life
Get Real
Get Your Stuff
Ghost Station
Gia
The Gemini
The Girl
"Girl, Boy, Bakla, Tomboy"
The Girl Bunnies. Rocketship.
The Girl Bunnies
The Girl Bunnies. Big Tree.
The Girl Bunnies
The Girl Bunnies. Hockey.
The Girl Bunnies
The Girl Bunnies
Les lapines
"Girl, Interrupted"
Girl King
A Girl Like Me: The Gwen Araujo Story
Girl Play
Girl with Hyacinths
Girlfriend
Girls Can't Swim
Girls Will Be Girls
Girltrash: All Night Long
Give Me Your Hand
Glen or Glenda
Gli occhiali d'oro
Glowing Eyes
Glue
Go
Go Fish
Go Go Crazy
Go Go G-Boys
Go Go Reject
Go West
Gods and Monsters
Gods of the Plague
God's Own Country
Gohatto
Going Down in LA-LA Land
Going South
The Gold Rimmed Glasses
Golden
Golden Eagle
The Golden Pin
Goldfish Memory
"Gone, But Not Forgotten"
Good Boys
Good Morning
Gosford Park
Gossip
Gouttes d'eau sur pierres brÃ»lantes
The Graffiti Artist
Grande Ã‰cole
Gray Matters
Great Moments in Aviation
Greek Pete
The Green
Green Plaid Shirt
Grief
The Grotesque
Group Therapy
The Guest House
Gulabi Aaina
Gun Hill Road
Guyana Tragedy
Guys and Balls
The Gymnast
Gypo
Gypsy 83
Gypsy Boys
Hable con Ella
Hair
Half a Life
HaltÃ©roflic
Hamam
A Hard Blow
The Handmaiden
Handsome Devil
Handsome Harry
The Hanging Garden
Hangyaboly
Hannah and Her Brothers
Hannah Free
Happy & Gay
Happy Endings
Happy-Go-Lucky
Happy Hearts
"Happy, Texas"
Happy Together
Hard
Hard Pill
Harmonica's Howl
Harry + Max
Harvest
Hate Crime
The Haunting
Haunting Me
Hawaii
Head in the Clouds
Head On
Headlong
Heartbeats
Hearts and Hotel Rooms
Heavenly Creatures
Heavenly Touch
Hedwig and the Angry Inch
Heiko
Heights
Hein Maysara
Hellbent
Hello My Love
Henry & June
"Here's Looking at You, Boy"
Hidden Away
Hidden Hills
Hidden Kisses
Hidden Pleasures
High Art
His Secret Life
His Brother
His Wife's Diary
The History Boys
Hit and Run
Hit and Runway
Hold You Tight
Hold Your Peace
Holding the Man
Holding Trevor
Hole
Holiday Heart
Hollow Reed
"Hollywood, je t'aime"
Hollywood Zap!
A Home at the End of the World
Home for the Holidays
Home from the Gym
Homewrecker
Homme au bain
Hommes Ã  louer
Homo Father
Homotopia
Hooks to the Left
Horror in the Wind
Horror vacui
Hors les murs
The Hotel New Hampshire
Hot Guys With Guns
The Hours
The Hours and Times
House of Boys
House of Himiko
The Houseboy
How Do I Look
How to Survive a Plague
How to Win at Checkers (Every Time)
Howl
Hu Die
Huhwihaji anha
Human Warmth
Hung
The Hunger
Hush!
Hustler White
I Am Gay and Muslim
I Am Happiness on Earth
I Am My Own Woman
I Am Not What You Want
I Am Syd Stone
I Can't Think Straight
I Do
I Don't Care
I Don't Kiss
I Don't Want to Go Back Alone
I Don't Want to Sleep Alone
I Dreamt under the Water
I Killed My Mother
I Like It Like That
"I Like You, I Like You Very Much"
I Love Hooligans
I Love You Baby
"I Love You, I Don't"
I Love You Phillip Morris
I Now Pronounce You Chuck and Larry
I Shot Andy Warhol
I Shot My Love
"I, the Worst of All"
I Think I Do
I Wanna Be a Republican
I Want to Get Married
I Want Your Love
I Will Survive
Ice Blues
Ice Men
if....
If These Walls Could Talk 2
The Ignorant Fairies
Il compleanno
Il sapore del grano
Il Vento e le Rose
I'll Love You Forever... Tonight
I'm the One That I Want
I'm So Excited!
Imaginary Heroes
Imagine Me & You
The Imitation Game
Immacolata and Concetta: The Other Jealousy
In & Out
In a Glass Cage
In a Year of 13 Moons
In Bloom
In Extremis
In Her Line of Fire
In My Life
In the Blood
In The Closet
In the Family
In the Flesh
In the Gloaming
In the Grayscale
In the Name of...
In the Realm of the Senses
The Incredibly True Adventure of Two Girls in Love
Indian Summer
Infamous
Inflatble Swamp
Innocent
Intentions
Interior. Leather Bar.
Interview with the Vampire
Interviews with My Next Girlfriend
An Intimate Friendship
Intimates
The Iron Ladies
The Iron Ladies 2
Is It Just Me?
Iskandariyah... lih?
The Island
Island of Death
Issues 101
"It Is Not the Homosexual Who Is Perverse, But the Society in Which He Lives"
It's Consuming Me
It's in the Water
It's My Party
It's Not a Cowboy Movie
It's Pat
Itty Bitty Titty Committee
I've Heard the Mermaids Singing
Izlet
J. Edgar
Jack
Jack & Diane
Jackson: My Life... Your Fault
J'ai rÃªvÃ© sous l'eau
Jailbait
James
Jamie
Jan Dara
Janji Diana
Japan Japan
Jay
Je t'aime moi non plus
Je te mangerais
"Je, Tu, Il, Elle"
Je vois dÃ©jÃ  le titre
Jeffrey
J'embrasse pas
J'en suis!
Jennifer's Body
Jerker
Jerusalem Is Proud to Present
JFK
Ji Sor
Jitters
Joe + Belle
Johan
John and Michael
johns
Jolly Fellows
The Joneses
The Journey
The Journey of Jared Price
Jongens
The Joy of Life
Julie Johnson
Judas Kiss
Just a Question of Love
Just Another Love Story
Just Friends?
Just Like a Woman
Just One Time
Just Say Love
Just the Two of Us
Kaboom
Kakera: A Piece of Our Life
Kaleldo
Kali Ma
Kambyo
Kansas City Trucking Co.
Kantutin sa Pwet
Kasal
Kawa
Kdo se boji Jerryja Springerja
Keep Not Silent
Keep the Lights On
Keiko
Keillers Park
Keller â€“ Teenage Wasteland
Kicking and Screaming
KickOff
The Kids Are All Right
Kids in America
Kiki
Kill for Me
Kill Your Darlings
Killer Condom
Killer Drag Queens on Dope
Putang ina mo kang bakla ka
The Killing of Sister George
King and the Clown
King Cobra
King Size
Kinky Boots
Kinsey
Kira kira hikaru
Kiss Kiss Bang Bang
Kiss Me Again
Kiss Me Deadly
"Kiss Me, Guido"
"Kiss Me, Kill Me"
Kiss Me Softly
Kiss of the Spider Woman
Kiss the Bride
Kissing Darkness
Kissing Drew
Kissing Jessica Stein
Kleine Freiheit
Km. 0
Kommt Mausi Raus?!
KrÃ¡mpack
Kung Fu Tootsie
Kyss mig
La bocca del lupo
La Cage aux Folles
La Cage aux Folles II
La Cage aux Folles 3: The Wedding
La chatte Ã  deux tÃªtes
La Confusion des Genres
La famille selon Mathieu
La fin de la nuit
La GarÃ§onne
La LeÃ_n
La LuciÃ©rnaga
La ley del deseo
La Maison de Himiko
La Mala educaciÃ_n
La meilleure faÃ§on de marcher
La Mission
La Muerte de Mikel
La otra familia
La Partida
La primavera de los escorpiones
La Surprise
La tÃªte froide
La Vie d'AdÃ¨le
La Ville dont le prince est un enfant
La virgen de los sicarios
Labyrinth of Passion
The Lady Assassin
Lady Bird
Lady Daddy
The Lady in Question Is Charles Busch
Lady Peacock
Lakki... The Boy Who Could Fly
Lan Yu
Land of Storms
Lapsia ja aikuisia â€“ Kuinka niitÃ_ tehdÃ_Ã_n?
The Laramie Project
L'Arbre et la forÃªt
Laruang Lalaki
Last Call
Last Call at Maud's
Last Chance
Last Days
A Last Farewell
Last Friends
Last Exit to Brooklyn
The Last Match
The Last Summer of La Boyita
The Last Supper
The Last Time I Saw Richard
The Last Year (2002 film)
Latin Boys Go to Hell
Latter Days
L'Auberge Espagnole
Laurence Anyways
Law of Desire
Lawrence of Arabia
Le Clan
Le Fate ignoranti
Le Fil
Le Hasard fait bien les choses
Le Placard
Le Temps Qui Reste
Le Voyage en douce
Le Weekend
Leading Ladies
Leather
The Leather Boys
Leather Jacket Love Story
Leave It on the Floor
Leave Me Alone
Leaving Metropolis
The Legend of Rita
L'Empire des sens
Les Adieux Ã  la reine
Les amitiÃ©s particuliÃ¨res
Les Amours imaginaires
Les Biches
Les lapines
The Girl Bunnies
Les Chansons d'amour
Les filles du botaniste
Les Nuits fauves
Les Puceaux
Les PoupÃ©es russes
Les TÃ©moins
Les Voleurs
Lesbian Vampire Killers
Let My People Go!
Let's Go to Prison
L'Homme blessÃ©
L'Homme de sa vie
Lianna
Liberace: Behind the Music
Liberated
Liberated 2
Licensed to Kill
L.I.E.
Lie Down With Dogs
Light Gradient
Like a Brother
Like a Virgin
Like Grains of Sand
Like It Is
Lilies
Lilting
Lily Festival
L'Inconnu du lac
LisÃ_strata
Listen
Little Ashes
Little Boy Blue
Little Gay Boy
"Little Gay Boy, chrisT is Dead"
Little Man
Little Miss Sunshine
Live Nude Girls
Live Show
The Living End
Liz in September
Liza Minnelli Reflecting (documentary)
Lizzie
Locked Up
Loggerheads
Lola and Billy the Kid
The Lollipop Generation
Lonesome Cowboys
The Long Good Friday
The Long Weekend (O' Despair)
The Longest Yard
Longing
Longhorns
Long-Term Relationship
Longtime Companion
Looking for Cheyenne
Looking for Langston
Loose Cannons
Los amantes pasajeros
Los Novios bÃºlgaros
Lose Your Head
Losing Chase
Lost and Delirious
Lost Everything
Lost in Paradise
Lost in the Pershing Point Hotel
The Lost Language of Cranes
Lot in Sodom
Love
"LOVE, 100Â°C"
Love Actually... Sucks!
Love and Death on Long Island
Love and Human Remains
Love and Other Catastrophes
Love and Other Disasters
Love and Suicide
Love Bite
Love Exposure
"Love, In Between"
Love in Thoughts
Love Is All You Need?
Love Is the Devil: Study for a Portrait of Francis Bacon
Love Is Strange
Love/Juice
Love Life
"Love Me, If You Can"
Love My Life
Love of a Man
The Love of Siam
Love on the Side
Love or Whatever
The Love Patient
Love Sick
"Love, Simon"
Lovesong
Love Songs
A Love to Hide
Love! Valour! Compassion!
Lovebirds
Lovers' Kiss
Lovers Vanished
Loving Annabelle
A Low Down Dirty Shame
Lucky Bastard
Lucky Blue
Ludwig
Luna Park
L'un dans l'autre
Lust for a Vampire
Luster
M. Butterfly
Ma vie en rose
Ma vraie vie Ã  Rouen
Macho Dancer
Madagascar Skin
Madame SatÃ£
MÃ_dchen in Uniform
MÃ_dchen in Uniform
Mad Max 2
Mahal Kita 1941
Make the Yuletide Gay
Making Love
Mala Noche
The Maltese Falcon
The Maltese Falcon
Mambo Italiano
"A Man, a Real One"
Man and Boy
Man at Bath
The Man I Love
The Man in Her Life
The Man in the Lighthouse
Man Is a Woman
The Man of My Life
A Man of No Importance
Man of the Year
The Man Who Loved Yngve
Manay Po
Manay Po 2: Overload
Mandragora
Mango SoufflÃ©
Mango Kiss
Mangus!
Manji
Mannequin
Mannequin Two: On the Move
MÃ_nner wie wir
MÃ_nner zum knutschen
Mano Destra
Manuela and Manuel
Maple Palm
The Map of Sex and Love
Marble Ass
Margarita
Mariko Rose the Spook
Markova: Comfort Gay
The Mars Canon
Martyrs
Masahista
Matrimonium
The Matthew Shepard Story
Maurice
Mauvaise conduite
May
"Maybe, Maybe Not"
Maybe Tomorrow
Me ... Myself
Mean Girls
Meet the Spartans
Meghdhanushya
Mein Freund aus Faro
Melting Away
Memento Mori
Men and Women
Men for Sale
Men in the Nude
The Men Next Door
Men Not Allowed
Men of Provoq (voyouer)
Men to Kiss
MÃ©nage
Merci Docteur Rey
Mercy
"Merry Christmas, Mr. Lawrence"
Mery per sempre
Mes chers parents
Metrosexual
Metrosexuality
Mi Ãºltimo round
Miao Miao
Michael
Middle Man
Midnight Cabaret
Midnight Cowboy
Midnight Dancers
Midnight Express
Midnight in the Garden of Good and Evil
MielÅ‘tt befejezi rÃ¶ptÃ©t a denevÃ©r
Miguel/Michelle
Milk
Miller's Crossing
Mirror Mirror
Mirrors
Mirrors
Misconceptions
Miss Congeniality 2: Armed and Fabulous
Mixed Kebab
The M.O. of M.I.
The Monkey's Mask
Monster
Monster Pies
Moonlight
More Scenes from a Gay Marriage
Moreno
Morgan
Morte a Venezia
Mosquita y Mari
The Mostly Unfabulous Social Life of Ethan Green
Mother Knows Best
The Mouth of the Wolf
Mr. Right
Mr. Sugar Daddy
The Mudge Boy
Mulholland Drive
Muli
Mull
Mulligans
Mumbai Police
The Music Lovers
Mute
My Beautiful Laundrette
My Brotherâ€_Nikhil
My Brother the Devil
My Brother's War
My Dearest Senorita
My Fair Son
My Girlfriend's Boyfriend
My Last Round
My Last Ten Hours with You
My Life in Pink
My Mother Likes Women
My Name Is Love
My Night with Reg
My Own Private Idaho
My Prairie Home
